Gene	NoUVB.1	NoUVB.2	NoUVB.3	UVB-Saline.1	UVB-Saline.2	UVB-Saline.3	UVB-hCOL3A1.1	UVB-hCOL3A1.2	UVB-hCOL3A1.3
ENSMUSG00000111844_Gm47097	2	4	3	2	6	0	7	3	3
ENSMUSG00000111845_Gm7495	0	0	0	0	0	0	0	0	0
ENSMUSG00000111846_Gm47271	0	0	0	1	0	0	0	1	0
ENSMUSG00000111847_Gm8899	5.37	14.73	16.11	18.72	26.62	12.92	17.8	14.48	19.03
ENSMUSG00000111849_Gm47186	0	0	0	0	0	0	0	0	0
ENSMUSG00000111850_Gm47829	0	0	0	0	0	0	0	0	0
ENSMUSG00000111852_Gm33180	1	0	0	0	0	0	0	0	1
ENSMUSG00000111853_Gm31408	0	1	1	0	0	0	1	0	0
ENSMUSG00000111854_Gm48740	14	17.97	9	4	11	7	17	13	14
ENSMUSG00000111856_6530413G14Rik	0	0	0	0	1.19	0	0	0	0
ENSMUSG00000111857_1190001M18Rik	2	0	1	0	2	3	6	1	4
ENSMUSG00000111858_Gm48277	0	0	1	0	0	0	1	0	0
ENSMUSG00000111859_Gm47983	0	0	0	0	0	0	0	0	0
ENSMUSG00000111862_Gm47828	0	0	0	0	1	3	1	0	3
ENSMUSG00000111863_Or1j18	0	0	0	0	0	0	0	0	0
ENSMUSG00000111864_Rpl26-ps6	2	0	2	1	0	3	1	1	0
ENSMUSG00000111865_Gm47687	1	4	4	5	4	4	5	3	1
ENSMUSG00000111866_E130101E03Rik	0	0	0	0	0	0	0	0	0
ENSMUSG00000111867_Gm31013	0	0	0	0	0	0	1	0	0
ENSMUSG00000111868_Gm47398	0	0	0	1.09	0	0	1.26	0	0
ENSMUSG00000111869_Or1j14	0	0	1	0	0	0	0	0	0
ENSMUSG00000111870_Gm7692	0	0	0	0	0	0	0	1	0
ENSMUSG00000111871_Gm47557	0	3	1	0	0	1	0	0	0
ENSMUSG00000111873_Gm39463	0	0	0	0	0	1	0	0	0
ENSMUSG00000111874_Gm36539	0	0	0	0	0	0	0	0	0
ENSMUSG00000111875_Gm5425	0	0	0	1	0	2.02	0	0	0
ENSMUSG00000111876_Gm18346	0	0	0	0	0	0	0	0	0
ENSMUSG00000111877_Gm6477	3.08	0	2.02	1.04	0	4.11	3.77	1.13	5.16
ENSMUSG00000111878_Gm47777	0	0	0	0	0	0	0	0	0
ENSMUSG00000111880_Gm5040	0	0	0	0	0	0	0	0	0
ENSMUSG00000111881_Vmn2r-ps92	0	1	0	0	0	0	0	0	0
ENSMUSG00000111882_Gm48864	0	0	0	0	0	0	0	0	0
ENSMUSG00000111883_Gm31182	0	5	1	1	0	0	2	2	1
ENSMUSG00000111884_Gm19612	0	0	0	0	0	0	0	0	0
ENSMUSG00000111885_Gm35326	0	0	0	0	0	0	0	0	0
ENSMUSG00000111886_Gm47617	0	0	0	0	0	0	0	0	0
ENSMUSG00000111887_Gm47610	0	0	0	0	0	0	0	0	0
ENSMUSG00000111888_Gm46212	0	4.74	2.83	6.84	0	0	1.43	0	2.24
ENSMUSG00000111889_Gm48071	0	1.25	2.22	3.41	4.95	5.69	2	2	0
ENSMUSG00000111890_Gm48836	0	0	0	0	0	0	0	0	0
ENSMUSG00000111891_Gm47366	0	0	0	0	0	0	0	0	0
ENSMUSG00000111892_Gm47641	0	1.44	0	0	0	2.79	1.42	0	0
ENSMUSG00000111893_Gm47928	0	0	0	0	0	0	0	0	0
ENSMUSG00000111894_Gm47843	0	0	0	1	0	0	0	0	0
ENSMUSG00000111895_Gm47252	0	0	0	0	0	0	0	0	0
ENSMUSG00000111896_Gm48196	0	0	0	0	0	0	0	0	0
ENSMUSG00000111897_Gm19810	0	0	0	0	1	0	0	1	0
ENSMUSG00000111898_Gm48608	0	1	0	0	0	0	0	0	0
ENSMUSG00000111899_Gm18636	0	1	1	6	1	0	1	2	1
ENSMUSG00000111900_Gm47377	0	0	0	0	0	1	0	0	0
ENSMUSG00000111901_Gm6150	0	0	0	0	1	0	0	0	0
ENSMUSG00000111902_Gm4921	0	0	0	0	0	0	0	0	0
ENSMUSG00000111903_4930458K08Rik	0	0	0	0	0	0	0	0	0
ENSMUSG00000111904_Gm2395	2.11	1.06	4.22	0	1.12	2.04	1.01	0	2.09
ENSMUSG00000111905_Gm48045	1.07	5.23	3.13	3.07	0	5.24	2.11	3.2	0
ENSMUSG00000111906_Gm19233	0	1	0	0	0	0	0	0	0
ENSMUSG00000111907_Gm48202	0	1	2	0	2	0	1	0	2
ENSMUSG00000111908_Gm47516	0	0	0.3	0	0	0.77	0	0	0
ENSMUSG00000111909_Gm18670	0	0	0	0	0	0	0	0	0
ENSMUSG00000111910_Gm47472	0	0	1	0	0	0	0	1	0
ENSMUSG00000111911_Gm47332	0	0	0	0	0	0	0	0	0
ENSMUSG00000111912_Gm48521	2	2	7	7	4	4	1	0	0
ENSMUSG00000111913_Gm49751	1	0	1	0	2	0	2	1	1
ENSMUSG00000111914_Gm8796	0	0	0	0	0	0	0	0	0
ENSMUSG00000111915_Gm3285	1	2.29	0	1.52	0	0	1.32	0	0
ENSMUSG00000111916_4921501I09Rik	0	0	0	0	0	0	0	1.06	0
ENSMUSG00000111917_Gm48793	0	1	1	1	0	1	2	0	0
ENSMUSG00000111918_Gm47624	7	13	4	5	6	12	10	9.63	11
ENSMUSG00000111919_Gm46192	0	0	0	0	0	0	0	0	0
ENSMUSG00000111920_Gm7370	0	0	0	0	0	0	1	2	1
ENSMUSG00000111921_Gm48406	0	0	0	0	0	0	0	0	0
ENSMUSG00000111922_Gm47760	0	0	0	0	1	0	0	0	0
ENSMUSG00000111923_Gm34777	0	0	0	1	1	0	1	0	0
ENSMUSG00000111924_4930556N09Rik	0	0	0	1	1	0	0	0	0
ENSMUSG00000111925_Gm48791	0	0	0	0	0	0	0	0	0
ENSMUSG00000111926_Gm46204	0	0	0	0	0	1	1	0	0
ENSMUSG00000111927_Gm47770	0	0	0	0	0	0	0	0	0
ENSMUSG00000111928_Gm48082	0	2	0	2	2	2	4	0	2
ENSMUSG00000111929_Gm48780	9	12	21	11	19	14.4	16	18	12
ENSMUSG00000111930_Gm47382	0	0	0	0	0	0	0	0	0
ENSMUSG00000111931_Gm47032	0	0	0	0	0	0	0	0	0
ENSMUSG00000111932_Gm18899	3.81	10.08	8	5.13	16.12	7.06	12.19	7.14	9.14
ENSMUSG00000111933_Gm36660	28	43	20	43	20	5	20	15	1
ENSMUSG00000111934_Gm48123	0	0	0	0	0	0	0	0	0
ENSMUSG00000111935_Gm47023	1	1	2	0	0	2	0	0	0
ENSMUSG00000111936_Gm47540	0	0	0	0	0	1	0	0	0
ENSMUSG00000111937_Gm46203	0	0	0	0	0	0	0	0	0
ENSMUSG00000111938_2900045O20Rik	0	0	0	0	0	2	0	0	0
ENSMUSG00000111939_Gm48177	2	0	0	2	0	0	1	0	2
ENSMUSG00000111940_Gm4478	0	3.04	1.01	0	1.02	4.08	1.03	0	1.02
ENSMUSG00000111941_Gm33263	0	0	0	0	0	0	0	0	0
ENSMUSG00000111942_Gm5182	31.81	38.39	31.77	35.12	44.64	37.35	62.21	62.4	21.71
ENSMUSG00000111943_Gm47862	6	6.03	8.5	3	4	3	7	5.22	5
ENSMUSG00000111944_Gm18024	0	0	1	1	0	0	0	0	0
ENSMUSG00000111945_Gm19169	0	0	0	0	0	0	0	0	0
ENSMUSG00000111946_Gm47495	0	0	0	0	0	0	0	0	0
ENSMUSG00000111947_Gm47438	1	3	4	1	1	1	3	1	1
ENSMUSG00000111948_Gm47055	0	0	0	0	0	0	1.11	0	0
ENSMUSG00000111949_Gm48679	0	0	0	0	0	0	0	0	0
ENSMUSG00000111950_Gm48893	6	6	7	3	3	0	4	3	2
ENSMUSG00000111951_Gm48755	2	4	6	8	9	3	3	3	0
ENSMUSG00000111952_Gm4489	0	0	0	0	0	0	0	0	0
ENSMUSG00000111953_Gm18637	0	0	0	0	0	0	0	0	0
ENSMUSG00000111954_Gm7001	0	0	1	1	1	2	1	3	2
ENSMUSG00000111955_Gm48148	0	0	0	0	0	0	0	0	0
ENSMUSG00000111956_Gm29774	1	0	0	0	0	0	0	0	0
ENSMUSG00000111957_Gm47582	1	1	0	0	1	0	1	1	1
ENSMUSG00000111958_Gm47844	1	0	1	1	1	1	4	3	0
ENSMUSG00000111959_Gm18503	0	0	0	0	0	0	0	0	0
ENSMUSG00000111960_Gm46349	0	0	0	1	0	0	0	0	0
ENSMUSG00000111961_Gm47966	0	0	0	1	0	0	0	0	0
ENSMUSG00000111962_Gm20110	0	0	0	0	0	0	0	0	0
ENSMUSG00000111963_Gm32283	0	0	0	0	0	0	0	0	0
ENSMUSG00000111964_Gm8942	0	2.14	0	0	0	0	0	0	0
ENSMUSG00000111965_Gm4797	0	0	0	0	0	0	0	0	0
ENSMUSG00000111966_Gm5781	0	0	0	0	1	0	0	0	1
ENSMUSG00000111967_Gm3678	0	0	0	0	0	0	0	0	0
ENSMUSG00000111968_Gm8873	0	1	0	0	0	1	0	1	0
ENSMUSG00000111969_Gm9129	0	1	0	0	0	1	0	0	0
ENSMUSG00000111970_Gm47715	0	2	1	0	0	0	0	0	0
ENSMUSG00000111971_Gm48678	22.6	36.52	49.47	45.67	63.66	43.01	57.67	27.9	33.01
ENSMUSG00000111972_Gm40778	0	0	0	0	0	0	0	0	0
ENSMUSG00000111973_Gm48827	0	0	0	0	0	0	0	0	0
ENSMUSG00000111974_Gm4803	0	0	0	0	1	0	0	0	0
ENSMUSG00000111975_Gm46311	0	0	0	0	0	0	0	0	0
ENSMUSG00000111976_Gm48178	0	0	0	0	0	0	0	0	0
ENSMUSG00000111977_Gm47163	3	7	5	5	2	6	6	4	3
ENSMUSG00000111978_Gm48268	0	0	0	0	0	0	0	0	0
ENSMUSG00000111979_Gm47522	0	0	0	0	0	1	0	0	0
ENSMUSG00000111980_Gm20304	0	0	0	0	0	0	0	0	0
ENSMUSG00000111981_Gm18515	0	0	0	0	0	1	0	0	0
ENSMUSG00000111982_Gm35135	0	0	0	0	0	0	0	0	0
ENSMUSG00000111983_Gm48666	0	0	0	0	0	0	0	0	0
ENSMUSG00000111984_Gm46327	0	0	0	0	0	0	0	0	0
ENSMUSG00000111985_Gm8290	10.02	18.02	13	7	21.46	10.02	16.01	8.01	10.01
ENSMUSG00000111986_1700008C04Rik	0	0	0	0	0	0	0	0	0
ENSMUSG00000111987_Gm48809	5	7	19	8	20	7	15	10	13
ENSMUSG00000111988_Gm19256	0	0	0	0	0	0	0	0	0
ENSMUSG00000111989_Gm18696	0	0	0	0	0	0	0	0	0
ENSMUSG00000111990_Gm47033	0	0	0	0	0	0	0	0	0
ENSMUSG00000111991_Gm47835	0	0	0	0	0	0	0	0	0
ENSMUSG00000111992_Gm47724	0	0	0	0	0	0	0	0	0
ENSMUSG00000111993_Gm48018	0	0	0	0	0	0	0	0	0
ENSMUSG00000111994_A330049N07Rik	0	0	3	0	0	0	0	0	0
ENSMUSG00000111995_Gm48697	0	0	0	1	2	0	0	1	0
ENSMUSG00000111996_Gm47365	0	0	0	0	0	0	0	0	0
ENSMUSG00000111997_Gm5176	4.23	2	3.19	3.75	3.64	1.69	1.92	1.45	7
ENSMUSG00000111998_Gm48465	0	0	0	0	0	0	0	0	0
ENSMUSG00000111999_Gm5080	0	0	0	0	0	0	0	0	0
ENSMUSG00000112000_Gm47956	1	0	1.29	0	8.44	0	3.1	0	0
ENSMUSG00000112001_Gm8112	0	0	0	0	0	0	0	0	0
ENSMUSG00000112002_Limk1-ps1	0	0	0	0	0	0	0	1	0
ENSMUSG00000112003_Gm4864	6.63	17.07	6.09	4.29	10.47	9.34	6.24	11.9	9.55
ENSMUSG00000112004_Gm8785	0	0	0	0	0	0	0	0	0
ENSMUSG00000112005_Gm29818	0	0	0	0	0	0	0	0	0
ENSMUSG00000112006_Gm48633	0	1	1	1	2	0	2	2	1
ENSMUSG00000112007_Gm18119	0	0	1.01	0	0	0	1.01	0	0
ENSMUSG00000112008_Gm47218	3	5	8	8	11	14	18	6	14
ENSMUSG00000112009_Gm48591	0	0	0	1	2	1	4	2	1
ENSMUSG00000112010_Gm48461	0	0	0	0	0	0	0	0	0
ENSMUSG00000112011_Gm9535	0	0	0	0	0	0	0	0	0
ENSMUSG00000112012_Gm47025	0	0	0	0	0	0	0	0	0
ENSMUSG00000112013_Gm47967	0	1	0	0	0	0	0	1	0
ENSMUSG00000112014_Gm48435	0	3	0	1	0	3	2	1.17	1.56
ENSMUSG00000112015_Gm47592	0	0	0	1	0	0	1	0	0
ENSMUSG00000112016_Gm31267	0	0	0	0	0	0	0	0	0
ENSMUSG00000112017_Gm7842	0	0	0	0	0	0	0	0	0
ENSMUSG00000112018_Gm47919	0	0	0	0	0	0	0	0	0
ENSMUSG00000112019_Gm48748	0	1	0	1	1	0	0	0	0
ENSMUSG00000112020_Gm48532	2	4	2	4	5	2	12	3	5
ENSMUSG00000112021_Gm30346	0	0	1.02	0	0	0	0	1	0
ENSMUSG00000112022_Gm2436	0	0	0	0	0	0	0	0	0
ENSMUSG00000112023_Lilrb4b	230.41	250.7	311.18	163.61	555.99	658.79	570.65	486.55	624.95
ENSMUSG00000112024_Gm47394	0	0	0	0	0	0	0	0	0
ENSMUSG00000112025_Gm47669	0	0	0	0	0	0	0	0	0
ENSMUSG00000112026_Gm6653	1	2	2	9	6	5	6	0	11
ENSMUSG00000112027_Cdc5lrt7	0	0	0	0	0.52	0	0.53	0.52	0
ENSMUSG00000112028_1700113B09Rik	0	0	0	0	1	0	0	0	0
ENSMUSG00000112029_Gm33337	0	0	1	1	0	0	0	0	0
ENSMUSG00000112030_Gm35189	0	0	0	0	0	1	2	0	6
ENSMUSG00000112031_Gm48484	0	1	0	0	0	0	0	0	0
ENSMUSG00000112032_Gm48036	0	0	0	0	0	0	0	0	0
ENSMUSG00000112033_Gm48808	1	1	1	3	3	1	1	0	3
ENSMUSG00000112034_Gm48363	0	0	0	0	0	0	0	0	0
ENSMUSG00000112035_Gm30539	2	3	4	0	2	2	0	2	4
ENSMUSG00000112036_Gm47801	2	0	1	1	1	1	0	1	1
ENSMUSG00000112037_Gm48179	0	0	2	2	3	3	3	2	1
ENSMUSG00000112038_Gm47056	0	0	1	0	0	0	0	1	2
ENSMUSG00000112039_Brcc3dc	0	1	0	1	0	0	0	0	0
ENSMUSG00000112040_Gm47396	0	0	0	0	0	0	0	0	0
ENSMUSG00000112041_9530020I12Rik	1	1	0	1	0	1	2	0	1
ENSMUSG00000112042_Gm47402	0	0	0	0	0	0	1	0	0
ENSMUSG00000112043_Gm48774	0	0	0	0	0	2	0	0	0
ENSMUSG00000112044_Gm48184	0	0	0	0	0	0	0	0	0
ENSMUSG00000112045_Gm5649	0	0	0	0	0	0	0	0	0
ENSMUSG00000112046_Gm5175	0	0	0	0	0	0	0	0	0
ENSMUSG00000112047_Gm47852	0	0	0	0	0	0	0	0	0
ENSMUSG00000112048_Gm48750	1	0	0	0	0	0	0	0	1
ENSMUSG00000112049_Gm48269	0	1	2	0	1	1	0	1	2
ENSMUSG00000112050_Gm29809	0	0	0	0	0	0	0	0	0
ENSMUSG00000112051_Gm8158	0	0	0	0	0	0	0	0	0
ENSMUSG00000112052_Gm17917	0	0	2	3	2	1	1	1	0
ENSMUSG00000112053_Gm46328	0	0	0	0	0	0	0	0	0
ENSMUSG00000112054_Gm33680	0	0	0	0	1	0	0	0	0
ENSMUSG00000112055_Gm48773	0	0	0	0	0	0	0	0	0
ENSMUSG00000112056_Gm48181	1	0	0	0	0	2	0	0	1
ENSMUSG00000112057_Gm21321	0	0	0	0	0	0	0	0	0
ENSMUSG00000112058_Gm47593	6	1	2	5	2	2	3	2	2
ENSMUSG00000112059_Gm48282	0	0	0	0	0	1	0	0	0
ENSMUSG00000112060_Gm48279	0	0	0	0	0	0	0	0	0
ENSMUSG00000112061_Gm8249	0	0	0	0	0	0	0	0	0
ENSMUSG00000112062_Gm47353	0	0	0	0	0	0	0	0	0
ENSMUSG00000112063_Gm32220	0	0	0	0	0	0	0	0	1
ENSMUSG00000112064_Gm47399	0	0	0	0	0	0	0	1	0
ENSMUSG00000112065_Gm47466	0	0	0	0	0	0	0	0	0
ENSMUSG00000112066_Gm48380	0	0	0	0	0	0	0	0	0
ENSMUSG00000112067_Gm48015	15	11	12	12	16	27	22	19	15
ENSMUSG00000112068_Gm9182	0	1	1.08	0	0	1.04	0	0	1.04
ENSMUSG00000112069_Gm9476	0	0	0	0	0	0	0	0	0
ENSMUSG00000112070_Gm47809	0	0	0	0	0	0	0	0	0
ENSMUSG00000112071_5430401H09Rik	1	1	0	2	1	1	1	1	1
ENSMUSG00000112072_Gm47244	0	0	0	0	0	0	0	0	0
ENSMUSG00000112073_Gm47101	0	0	0	0	0	0	0	0	1
ENSMUSG00000112074_Gm48278	0	0	0	0	0	1	1	0	0
ENSMUSG00000112075_Gm47700	0	1	0	0	0	1	0	0	1
ENSMUSG00000112076_Gm9368	0	0	0	0	0	0	0	0	0
ENSMUSG00000112077_Gm47245	0	0	0	0	0	0	0	0	0
ENSMUSG00000112078_Gm48466	0	0	0	0	0	0	0	0	0
ENSMUSG00000112079_Gm19599	0	0	0	0	0	0	0	0	0
ENSMUSG00000112080_Gm47595	0	2	1	0	2	0	4	1	0
ENSMUSG00000112081_Gm9004	0	0	0	0	0	0	0	0	0
ENSMUSG00000112082_Gm35035	1	0	1	1	1	1	1	0	1
ENSMUSG00000112083_Gm47107	1	0	0	1	0	0	1	0	0
ENSMUSG00000112084_Gm10773	18	24	29	22	29	25	34	22	31
ENSMUSG00000112085_Gm48587	0	0	0	0	0	0	0	0	0
ENSMUSG00000112086_Gm35412	0	0	0	0	0	0	0	0	0
ENSMUSG00000112087_Gm40765	0	0	1	0	0	0	0	0	0
ENSMUSG00000112088_Gm48531	0	0	0	0	0	0	0	0	0
ENSMUSG00000112089_Gm47712	0	0	0	0	0	0	0	0	0
ENSMUSG00000112090_Gm48231	6	10	13	16	20	6	18	14	9
ENSMUSG00000112091_Gm47787	0	0	0	0	0	0	0	0	0
ENSMUSG00000112092_Gm32936	0	0	0	0	0	0	0	0	0
ENSMUSG00000112093_Gm47941	0	0	0	0	0	0	0	0	1
ENSMUSG00000112094_Gm47506	0	0	0	0	0	0	0	0	0
ENSMUSG00000112095_Sros1	2	5	4	5	3	4	10	5	4
ENSMUSG00000112096_A430103D13Rik	2	7	3	5	11	6	2	6	6
ENSMUSG00000112097_Gm32515	0	1	0	0	0	1	0	0	1
ENSMUSG00000112098_Gm18876	0	0	0	0	0	0	0	0	1
ENSMUSG00000112099_Gm8960	0	0	0	2.49	0	0	0	0	2.62
ENSMUSG00000112100_Gm9102	0	0	0	0	0	0	0	0	0
ENSMUSG00000112101_Gm47924	0	0	0	0	0	0	0	1	0
ENSMUSG00000112102_Gm32105	0	0	0	0	0	0	0	0	0
ENSMUSG00000112103_Gm47018	0	0	0	0	1	0	0	0	0
ENSMUSG00000112104_Gm35722	0	0	0	0	0	0	0	0	0
ENSMUSG00000112105_Rps7-ps2	1	1.05	0	0	2.11	0	0	2.33	1.06
ENSMUSG00000112106_Gm47026	14	34	27	26	36	41	25	24	27
ENSMUSG00000112107_Gm47560	0	0	0	0	0	0	0	0	0
ENSMUSG00000112108_4930551I15Rik	0	0	0	0	0	0	0	0	0
ENSMUSG00000112109_Gm30906	1	0	0	0	0	0	0	0	0
ENSMUSG00000112110_Gm15608	1	5	3	0	8	2	1	1	5
ENSMUSG00000112111_Gm47834	1	0	0	0	0	0	0	0	1
ENSMUSG00000112112_Gm48508	0	1	0	0	3	0	0	0	0
ENSMUSG00000112113_Gm47698	0	0	0	0	0	0	0	0	0
ENSMUSG00000112114_Gm7540	0	0	0	0	0	0	0	0	0
ENSMUSG00000112115_Gm21027	0	0	0	0	0	0	0	0	0
ENSMUSG00000112116_Gm46234	2	0	1	1	3	0	5	0	0
ENSMUSG00000112117_Rmst	0	1	0	2	2.67	1	1	0	0
ENSMUSG00000112118_Gm18039	0	0	0	0	0	0	0	0	0
ENSMUSG00000112119_Gm47362	0	0	0	0	0	0	0	0	0
ENSMUSG00000112120_Gm32255	8	5	13	6	7	6	6	5	3
ENSMUSG00000112121_C230072F16Rik	1.17	0	1	0	0	0	0.14	1	0
ENSMUSG00000112122_Gm47628	0	0	0	0	0	1	0	0	1
ENSMUSG00000112123_Gm5178	0	0	0	0	0	0	0	0	0
ENSMUSG00000112124_Gm19056	1	0	2	0	3	0	0	1	0
ENSMUSG00000112125_Gm48024	0	0	0	0	0	0	0	0	0
ENSMUSG00000112126_Gm34544	0	0	0	0	0	0	0	0	0
ENSMUSG00000112127_Gm48886	0	0	0	0	0	0	0	0	0
ENSMUSG00000112128_Gm19217	0	0	0	0	0	0	0	0	0
ENSMUSG00000112129_Pbld1	2	11	6	8	5	6.47	15	4	2
ENSMUSG00000112130_Gm47839	0	0	0	0	0	0	0	0	0
ENSMUSG00000112131_Gm48724	0	0	0	0	0	0	0	0	0
ENSMUSG00000112132_Gm36229	0	0	0	0	1	0	0	0	0
ENSMUSG00000112133_Gm47247	0	0	0	0	0	0	0	0	0
ENSMUSG00000112134_Gm40723	1	0	2	0	0	0	0	0	0
ENSMUSG00000112135_Cdc5lrt2-ps	0.52	0.51	0.53	0.53	0	0	0	1.54	0
ENSMUSG00000112136_Gm40692	0	0	0	0	0	0	0	0	0
ENSMUSG00000112137_Gm47865	4	1	2	2	2	1	2	2	2
ENSMUSG00000112138_Gm47526	0	2	1	0	0	0	0	0	0
ENSMUSG00000112139_Gm47431	0	0	0	0	0	0	0	0	0
ENSMUSG00000112140_Gm5780	1.45	2.62	6.74	6.93	7.98	0	7.68	6.7	1.38
ENSMUSG00000112141_4930563J15Rik	5	1	5	4	12	3	8	4	8
ENSMUSG00000112142_Gm47022	0	1	0	0	0	1	2	2	2
ENSMUSG00000112143_Gm35721	0	0	0	0	0	0	0	0	0
ENSMUSG00000112144_Gm47861	1.98	3.27	0	4.72	3.3	5.42	0	2.59	0
ENSMUSG00000112145_Gm6218	0	1.04	0	1.03	0	2.26	0	0	0
ENSMUSG00000112146_Gm46210	1	0	1	0	3	0	1	0	0
ENSMUSG00000112147_Gm18244	0	1	0	0	0	0	0	0	0
ENSMUSG00000112148_Lilrb4a	231.78	291.58	339.24	160.91	492.66	645.73	605.6	489.7	616.63
ENSMUSG00000112149_Gm47611	1	5	2	2	3	1	4	0	0
ENSMUSG00000112150_9530018F02Rik	8	7	5	4	9	6	6	7	4
ENSMUSG00000112151_Gm48680	0	0	0	0	0	0	0	0	0
ENSMUSG00000112152_Gm47045	0	0	0	0	0	0	0	0	0
ENSMUSG00000112153_Gm47591	0	0	0	0	0	0	2	1	0
ENSMUSG00000112154_Gm48777	0	0	0	0	0	0	0	0	0
ENSMUSG00000112155_4930477N07Rik	0	0	0	0	0	0	0	0	0
ENSMUSG00000112156_Gm48723	0	0	0	0	0	0	0	0	0
ENSMUSG00000112157_4930545H06Rik	0	0	0	0	0	0	0	0	0
ENSMUSG00000112158_Gm47822	0	0	0	0	0	0	0	0	0
ENSMUSG00000112159_Gm18777	1	0	0	1	0	0	2	0	0
ENSMUSG00000112160_BC024063	5.35	15.95	14.44	8.84	26.89	16.85	28.46	11.67	8.09
ENSMUSG00000112161_Gm34045	0	0	0	0	0	0	0	0	0
ENSMUSG00000112162_Gm48758	5	5	2	6	4	7	5	0	3
ENSMUSG00000112163_Gm8188	8.26	6.26	13.46	6.16	15.13	9.27	10.67	9.36	7.17
ENSMUSG00000112164_Gm19990	0	0	0	0	0	1	0	0	0
ENSMUSG00000112165_Gm48851	0	0	0	0	0	0	0	0	0
ENSMUSG00000112166_Gm47948	0	0	0	0	0	0	0	0	0
ENSMUSG00000112167_Gm47053	0	0	0	0	0	0	0	0	0
ENSMUSG00000112168_Gm34776	0	0	0	0	0	0	0	0	0
ENSMUSG00000112169_Gm48536	0	3	2	0	3	1	3	4	0
ENSMUSG00000112170_Gm9508	2	6.02	1.52	9.47	8.27	4.45	12.6	3.08	3.46
ENSMUSG00000112171_Gm17820	0	0	1	0	0	1	0	0	0
ENSMUSG00000112172_Gm32172	0	0	0	0	0	0	0	0	0
ENSMUSG00000112173_Gm48145	1.04	0	0	0	0	0.32	0	0	0
ENSMUSG00000112174_Gm48535	0	0	0	0	0	0	0	0	0
ENSMUSG00000112175_4930452L12Rik	0	0	0	1	1	0	0	0	0
ENSMUSG00000112176_Gm48205	0	0	0	0	0	0	0	0	0
ENSMUSG00000112177_Gm18188	0	0	0	0	0	0	0	0	0
ENSMUSG00000112178_Gm47630	0	0	0	0	0	0	0	0	0
ENSMUSG00000112179_Gm3213	0	0	0	0	0	0	0	0	0
ENSMUSG00000112180_Gm48085	0	0	0	0	0	0	0	0	0
ENSMUSG00000112181_Gm47538	0	0	0	0	0	0	0	0	0
ENSMUSG00000112182_Gm47845	0	0	0	0	0	0	1	0	0
ENSMUSG00000112183_Gm48306	0	1	0	0	0	0	0	0	0
ENSMUSG00000112184_Gm48826	0	0	0	0	0	0	0	0	0
ENSMUSG00000112185_Gm47060	0	0	0	0	0	0	0	0	0
ENSMUSG00000112186_Gm2412	0	0	0	0	0	0	0	0	0
ENSMUSG00000112187_Gm6993	0	0	0	0	0	0	0	0	0
ENSMUSG00000112188_Gm47708	0	0	0	0	0	0	0	1	0
ENSMUSG00000112189_C730027H18Rik	0	0	0	0	0	0	0	0	0
ENSMUSG00000112190_Gm47209	0	0	0	1	0	0	0	0	0
ENSMUSG00000112191_Gm31931	0	0	0	0	0	0	0	0	0
ENSMUSG00000112192_Gm48341	0	0	0	1	0	0	0	0	0
ENSMUSG00000112193_Gm48206	2	2	4	5	6	4	5	3	2
ENSMUSG00000112194_Gm48029	0	0	0	0	0	0	0	0	0
ENSMUSG00000112195_Gm35405	0	0	1	0	0	0	0	0	2
ENSMUSG00000112196_Gm8274	0	0	0	0	0	0	0	0	0
ENSMUSG00000112197_Gm47337	0	1	3	2	2	3	0	2	3
ENSMUSG00000112198_Gm4065	0	0	0	2	0	0	0	0	0
ENSMUSG00000112199_Gm19090	0	0	0	0	0	0	0	0	0
ENSMUSG00000112200_Gm19161	0	0	0	0	1	0	1	0	0
ENSMUSG00000112201_4930532I03Rik	0	0	0	0	0	0	0	0	0
ENSMUSG00000112202_Gm31181	0	1	0	0	0	0	1	0	0
ENSMUSG00000112203_Gm49167	0	17.56	14.84	0	0	7.78	0	0	11.5
ENSMUSG00000112204_Gm47553	0	1	0	0	0	0	0	0	0
ENSMUSG00000112205_Gm47546	0	0	0	0	0	0	0	0	0
ENSMUSG00000112206_Gm30228	0	0	0	0	0	0	0	0	0
ENSMUSG00000112207_Gm48448	0	0	0	0	0	0	0	0	0
ENSMUSG00000112208_Gm40797	0	0	0	0	0	0	0	0	0
ENSMUSG00000112209_Gm18730	0	0	0	0	0	0	0	0	0
ENSMUSG00000112210_4930407I19Rik	0	0	0	0	0	0	0	0	0
ENSMUSG00000112211_Gm47682	0	0	0	0	0	0	0	0	0
ENSMUSG00000112212_Gm46189	0	0	0	0	0	0	0	0	0
ENSMUSG00000112213_4930555G07Rik	0	0	0	0	0	0	0	0	0
ENSMUSG00000112214_Cyp3a61-ps1	0	0	0	0	0	0	0	0	0
ENSMUSG00000112215_Gm2089	0	0	0	0	0	0	0	0	0
ENSMUSG00000112216_Cdc5lrt1	0	0	0	0	0	0	0	0	0
ENSMUSG00000112217_Gm48055	0	0	0	0	0	0	0	0	0
ENSMUSG00000112218_Gm18726	0	0	2.1	0	1.04	0	1.06	0	0
ENSMUSG00000112219_Gm31904	0	0	1	0	0	0	0	0	0
ENSMUSG00000112220_Gm36208	0	2	0	0	0	0	2	1	0
ENSMUSG00000112221_Gm47142	0	0	0	0	0	0	0	0	0
